id,Multigrain,Italian,Parmesan-Oregano,Honey-Oat,Roasted-Garlic,Flatbread,Patty,Chicken-Kofta,Chicken-Slices,Chicken-Teriyaki,Salami,Tuna,Turkey,Kebab,Cheese,No-cheese,Sweet-Onion,Mustard,Mayo,BBQ
666,-3.316222914,-28.98155529,23.30555076,27.22156492,6.0123857,-24.24172318,21.1655433,15.30521571,-33.31334862,-18.50386286,-11.04713462,-1.029790509,17.82739872,9.595978888,18.33589001,-18.33589001,-23.04215616,24.1554011,22.02899716,-23.14224209
738,29.12356211,-34.83924464,19.12541624,39.46692103,-21.33584294,-31.54081179,-0.878825143,26.75726411,10.03192317,13.5554026,-37.0512972,6.679199311,3.979025991,-23.07269284,18.29068377,-18.29068377,31.16750304,-27.39082456,25.99308427,-29.76976274
122,-17.1402743,-3.183809589,24.13148265,14.66152,20.96760461,-39.43652337,-45.79203719,9.089927633,-3.938225417,3.329224543,15.0293688,18.09007456,-5.24676878,9.438435855,-3.793675887,3.793675887,20.56864062,-10.67132493,-28.56220551,18.66488983
708,14.56973519,-31.84313641,2.688067801,37.10759259,38.09181184,-60.61407101,-22.24369439,-33.77549178,5.780059485,-3.007209259,-9.938560431,9.450830849,16.19837399,37.53569153,7.904947999,-7.904947999,-22.08919396,-30.91273762,45.55490477,7.447026814
338,27.25249254,-33.55709799,15.65150191,31.60408699,2.226987569,-43.17797102,14.67884286,-33.23907558,-12.84468014,7.77858672,14.05548408,5.595341878,-3.600211493,7.575711674,25.24594868,-25.24594868,23.43973508,-9.40832565,-38.0828508,24.05144137
642,-6.219673533,-27.88370627,-24.66406081,60.40373014,-0.331166573,-1.305122961,-15.62170271,-10.85439167,10.42686504,17.73131874,-17.59851,19.41568795,-16.11441754,12.6151502,-12.38693794,12.38693794,-47.33235442,-12.84091807,52.25707078,7.916201711
714,12.06213733,-30.89369332,15.22208834,40.70382017,-35.12836233,-1.96599019,23.42305411,-3.520626292,11.4631165,-11.14383592,17.71900063,16.39490091,-13.64292165,-40.69268828,35.1732336,-35.1732336,30.40520897,-65.31147008,0.586373888,34.31988722
140,41.83594089,-47.1283708,27.28834423,11.235874,0.520206898,-33.75199521,0.693280684,-11.74388861,-6.894175166,-20.80891067,8.741004729,30.5711442,-9.979035809,9.420580645,-7.5875531,7.5875531,-36.34426647,-53.40735619,1.770922899,87.98069976
130,-4.713903338,-32.44154196,24.1832781,17.28965082,8.661297842,-12.97878146,-13.23429533,-1.350614759,-7.720032718,3.541220369,8.637085531,7.379486654,-33.71776475,36.464915,-5.828452754,5.828452754,-9.368968995,-29.27503864,26.75003518,11.89397246
169,9.455556462,-5.379983777,4.928719065,32.55225826,-21.28029581,-20.2762542,-15.53062438,31.11825809,25.78970177,4.613120584,-17.91310079,-4.968492339,-16.20057771,-6.908285233,8.35152146,-8.35152146,13.19501197,-13.50640152,7.392958345,-7.081568792
218,38.01356016,-9.208693736,31.57742445,1.703850189,-24.55685957,-37.52928149,-43.40315349,-3.692999178,13.89947948,21.17096051,-5.197894427,4.205029053,15.78883353,-2.770255483,-10.15525697,10.15525697,22.65185636,13.672021,1.501225592,-37.82510295
680,-6.169370589,-21.54563186,33.95417753,22.89456739,10.48955666,-39.62329913,16.75646188,43.58096108,-33.15521437,-15.81410721,-6.334372384,-40.63459103,19.59936556,16.00149647,20.88336668,-20.88336668,-14.67477635,-45.94158243,47.85209799,12.76426079
168,13.21949773,0.576885855,24.73125298,-3.220916725,1.10270389,-36.40942374,23.99056708,1.814380366,-15.90943528,-5.983898963,-3.376719015,-29.10694082,30.92518355,-2.353136922,-24.59748509,24.59748509,-9.462711726,-1.295833927,2.054607455,8.703938197
754,3.081096745,-21.46501022,23.36520057,23.57825002,-14.56477739,-13.99475973,-11.19278907,6.107331178,1.335052158,-21.12270363,6.531516221,18.08501716,8.083828383,-7.827252402,17.27220756,-17.27220756,18.33497048,-55.16908701,34.51784204,2.316274491
728,12.07538371,-34.51766605,9.590260099,27.38904242,8.422756516,-22.95977669,-33.21478088,4.246805994,24.08386269,22.67334118,8.388486846,1.839645449,-9.563287021,-18.45407426,59.09167582,-59.09167582,-36.00564029,-25.35334237,57.64765955,3.711323109
81,-6.308402836,-20.00941322,36.16027486,20.75601766,-32.89504241,2.296565942,-8.345088196,-20.56567755,-12.03198885,-24.8248437,-3.340022998,44.01272725,9.059674548,16.03521949,26.79284395,-26.79284395,-17.02089627,-1.996455568,7.352819917,11.66453192
343,16.12948191,-37.03790277,14.56779996,53.93086027,-9.252993842,-38.33724553,-15.77383559,48.96167116,-45.96478865,5.427371238,4.977451116,-26.10728086,30.29344804,-1.814036444,2.873966912,-2.873966912,26.08572588,-50.47379152,4.488652108,19.89941354
24,-29.48951334,-2.542228322,8.681736291,68.71065689,-17.00631381,-28.35433771,0.79017191,0.253899265,-11.63106283,-18.35741345,27.67077095,-13.58765423,-14.75347312,29.61476149,23.71295085,-23.71295085,43.5414591,-54.47002115,56.97491035,-46.0463483
716,-11.87123716,-17.08437137,13.9204343,40.54392703,-28.26543521,2.756682415,-5.101659784,-0.280561618,-40.6144392,13.02438209,39.65083044,-21.18943589,-1.968911774,16.47979574,44.37150859,-44.37150859,15.53932165,-39.17144919,28.12213846,-4.490010923
194,-1.912532,-11.80243065,4.62564215,21.16346192,7.66922594,-19.74336736,-27.04757423,33.29222446,-52.89223542,8.846833277,-23.87067653,5.712569717,51.46479632,4.494062405,30.99741629,-30.99741629,-32.85305266,-25.43613477,18.99568673,39.2935007
273,18.15103095,-3.73746954,11.70209986,30.78415986,-6.399699007,-50.50012213,14.54348573,8.884700713,2.406194872,-7.571822424,-25.27446467,-5.982830311,16.15965427,-3.164918172,44.2144257,-44.2144257,43.06764727,-16.67878626,-41.98853142,15.5996704
373,4.536085716,-56.91007074,50.72552424,9.306868645,12.16355837,-19.82196623,-26.92766614,4.168329382,0.24600441,10.36801134,-17.3180567,27.4082149,-26.21959692,28.27475972,26.84855023,-26.84855023,-34.03758403,-39.71811469,59.3823994,14.37329932
736,33.13471536,-14.82604942,-3.185357093,37.75026694,-30.63139352,-22.24218226,-0.734446664,-11.53812268,2.586791953,-12.98958089,10.70128822,23.16986808,-7.674869932,-3.520928081,43.58356103,-43.58356103,1.735127601,-33.01134974,13.6379792,17.63824294
164,0.801737005,8.670899668,8.763719379,13.4911316,-28.8465545,-2.880933148,21.19046177,25.63170473,-22.10594787,-15.90142965,9.123168109,-19.07769699,16.91240419,-15.77266429,26.74155623,-26.74155623,8.980060527,-70.44094351,16.84041213,44.62047085
743,9.424129783,-13.38771905,-15.66235251,15.60035267,13.601205,-9.575615892,-30.96455807,-41.76682586,27.62939286,-28.44385124,-11.99398305,18.15522721,44.89569887,22.48889927,6.8989975,-6.8989975,-6.581506892,2.115783688,4.27255921,0.193163995
682,7.645025536,-14.22806121,26.4603745,11.20514828,5.036937259,-36.11942436,-28.5320371,18.43724575,-0.61081123,6.267078453,-19.19520429,6.390420664,0.16118705,17.0821207,-22.74541232,22.74541232,-11.2013182,-70.42920947,21.39310096,60.23742671
737,3.722652502,-6.125783759,20.64474264,24.33595362,-19.64620406,-22.93136094,-0.263986179,-30.1866538,29.33561597,-15.80709468,3.828885018,10.42252088,-15.82302582,18.49373861,26.94144565,-26.94144565,-5.03129888,-43.88946258,-15.16711466,64.08787612
299,3.076792604,-30.88206514,38.54772652,16.05337592,15.33924531,-42.13507521,3.354721537,-25.93708679,-22.55984594,22.0925091,4.641323296,-20.01326518,8.136448381,30.28519559,-35.25943972,35.25943972,45.972173,-57.30735989,-0.459882584,11.79506948
92,27.22548639,-21.5232078,33.20291404,28.61881127,-5.955588708,-61.5684152,-23.93056704,21.70014627,-25.11448775,-9.465809821,30.01053975,-6.086396178,-6.057752402,18.94432717,26.5203875,-26.5203875,-13.90177358,-22.72839422,38.65256399,-2.022396196
65,-5.212289497,-22.38099865,17.51667859,8.915634903,9.609059172,-8.448084519,4.726278415,5.447336345,-15.32517469,-7.283959058,12.21329042,-10.11148938,-16.70140846,27.03512641,22.71099075,-22.71099075,12.69452603,-49.02421935,27.06946348,9.260229839
56,3.842952893,-13.18453283,27.09880697,12.21657868,-9.602451956,-20.37135376,-3.021739346,-11.95245127,-0.527652585,-19.05820694,20.44623927,-16.49703595,27.43654885,3.174297972,-6.879650427,6.879650427,0.850191757,-63.12278084,24.88763982,37.38494926
674,4.907302301,-13.83733127,3.027058015,21.22088192,5.432587571,-20.75049854,27.70550626,-18.0720243,-21.73112383,12.87375631,14.9042255,-41.6408702,6.565355106,19.39517515,7.995917214,-7.995917214,-33.8182591,-2.293037794,14.31790076,21.79339613
251,-1.115436463,-10.29726738,19.71621051,7.540536983,12.70006697,-28.54411061,31.97663258,-18.53536609,8.311059872,31.91937873,11.33983661,-32.88136248,-23.12959496,-9.000584264,-25.71091092,25.71091092,-40.87881115,33.64166456,8.572977788,-1.335831198
67,-24.24267248,26.03440654,24.36717505,-18.08720073,0.712200222,-8.783908614,8.073501728,-8.679869844,1.875004282,-9.586758556,3.671500514,24.48683944,-13.94273223,-5.897485339,-26.47545595,26.47545595,3.520065536,1.220549952,-26.6789776,21.93836211
77,-37.18935635,-16.24150564,22.98584164,14.15960347,32.17935109,-15.89393421,8.543008066,12.84379389,1.680801311,-5.355039826,-47.16479625,-11.44370658,24.16583342,16.73010597,47.53251023,-47.53251023,-55.26363828,44.21676677,14.71912432,-3.672252815
93,19.17917329,-38.73904994,20.00763784,25.95079158,4.937130173,-31.33568293,-12.70394778,18.54452754,-32.89509936,-23.93638729,29.90873373,-15.0367888,18.30113588,17.81782608,-60.2854477,60.2854477,-4.521084976,-44.91677697,16.84162361,32.59623834
246,-6.834542843,-18.43212384,17.07144858,31.36163583,-2.144841376,-21.02157635,-29.003657,6.010428864,17.63024028,4.425809632,-17.82193863,8.98802684,-15.68773743,25.45882745,-10.31106567,10.31106567,-25.38453644,-16.07683776,50.18038503,-8.719010828
275,-8.642647642,-2.519080064,23.9514004,28.31941112,-24.1677164,-16.94136741,-3.667290426,-28.4531147,23.20042457,21.59567111,-40.66716892,28.01101889,-14.52693622,14.5073957,21.86842469,-21.86842469,-14.42058775,-4.651277245,-17.132214,36.204079
113,5.486660227,-16.8965459,30.69100436,-11.09959597,-4.810066779,-3.37145593,-12.9569125,-1.999430866,12.54700517,-25.24863137,13.65319311,22.05066182,-5.369584408,-2.676300961,-50.607849,50.607849,24.56439808,-57.42774589,-15.0165426,47.87989041
365,-13.92972089,-8.937534446,1.266951935,23.1548812,-5.23956202,3.684984221,-14.24146495,6.188930557,-25.66192215,15.06398416,2.832236914,26.08664419,13.92903126,-24.19743998,18.15475902,-18.15475902,-17.07773587,-35.57844098,27.2848084,25.37136845
207,-2.701270033,-24.26005458,30.93095918,10.57589596,12.7984203,-27.34395082,7.531613371,6.116843422,15.95182586,-14.98687396,5.896901756,7.273072338,-14.37578519,-13.4075976,33.63991504,-33.63991504,9.946527939,-54.40014111,-34.0359355,78.48954867
653,23.56265491,-18.86572498,2.28376248,32.29414767,10.44072652,-49.71556659,39.17809709,10.14673768,0.361284399,35.74180121,-17.61726375,-44.82009358,-4.656816424,-18.33374663,-4.70968961,4.70968961,12.94902875,2.020904098,-34.99551341,20.02558056
745,-12.09246171,-12.98255848,46.71232624,-4.528980719,-21.41619288,4.307867554,-16.23379292,-13.70004272,16.90709572,-2.09390856,36.87360135,4.2740807,-5.040839274,-20.98619429,5.057171531,-5.057171531,-1.905893437,-37.30749603,9.543425376,29.66996409
204,-9.192982363,3.171228598,19.47441573,0.364015267,-1.948121354,-11.86855588,-17.02358608,51.20000717,5.812827543,-13.67540267,-31.83702304,21.17536866,2.472251552,-18.12444314,5.326037543,-5.326037543,-2.365108654,-19.68442972,-31.64353299,53.69307136
651,-1.502130824,-31.71356432,16.0833626,34.16655358,-21.90957426,4.875353232,32.13435905,5.075148111,7.442477064,-19.13288186,-11.95989701,7.209831505,-24.75068983,3.981652971,43.52468284,-43.52468284,-27.01730414,-31.95230936,56.2887987,2.680814802
677,32.49531965,-17.77487015,-22.21746759,50.12819622,-13.13834263,-29.49283549,2.802164723,-7.350521092,13.61923355,-2.472767537,19.04213285,16.18983488,-22.55766778,-19.2724096,36.14865431,-36.14865431,1.080434689,-11.51031248,-24.82808405,35.25796184
377,23.94491992,-21.47747157,23.92252721,-19.72143549,-5.440547479,-1.227992589,13.32924548,-11.02597518,-15.14085072,-22.57108348,-3.062200715,47.67294541,-5.627126532,-3.574954256,6.637082944,-6.637082944,31.36441505,-4.833581253,-23.69122771,-2.839606081
189,38.0668404,-14.0445616,-7.770983097,23.02825875,-13.7601733,-25.51938116,16.50737765,-30.87115715,-1.114044444,-9.913647444,5.354177138,24.9505029,-11.22913116,6.315922511,-11.15642164,11.15642164,23.68123068,-72.56937018,39.66213854,9.226000964
675,-4.227414081,10.06216229,54.24559,-42.75721405,18.6706689,-35.99379306,19.22789483,23.9018721,14.01818017,-8.435699178,-28.07665168,-16.27754162,-5.266037839,0.907983215,53.99600558,-53.99600558,-9.709622694,-74.27239897,39.18889059,44.79313108
367,1.233079649,-26.58319367,29.21873439,24.47850927,-32.28045376,3.933324126,-5.242845426,-4.478503275,20.35750627,-29.32144133,15.77526038,-8.426133882,-13.90125019,25.23740745,6.627292424,-6.627292424,-28.61186403,-50.88099852,43.69375241,35.79911014
633,-20.8976818,-30.51670651,-7.969283361,92.55251041,-1.06813569,-32.10070305,12.73163306,-10.91170935,-19.47387395,39.72129168,-19.62311343,-14.31028882,12.5566216,-0.690560794,27.73166089,-27.73166089,-15.22312293,-26.37293938,45.35799187,-3.761929562
149,-18.3122471,14.84678832,-16.93109023,66.89601465,-18.68280697,-27.81665867,-8.827482035,38.63167143,-8.720488932,10.08363789,2.622517068,-13.95217764,8.697961386,-28.53563917,55.78516154,-55.78516154,-12.78474266,4.697912765,31.11990629,-23.0330764
271,4.106430379,-38.33660619,11.62169501,32.87948812,7.403248621,-17.67425593,4.129372595,0.141883725,-4.476889302,-3.506601462,-3.255686578,-11.25520717,23.78060825,-5.557480058,72.34772822,-72.34772822,34.80149386,-53.71069503,4.634924218,14.27427695
278,-3.076164179,-0.817681061,-14.01788684,48.17775933,-49.03152266,18.76549541,26.7823443,2.519105554,4.057437902,-5.714902525,-13.76138862,-8.662898682,-6.878756541,1.659058611,-12.44310091,12.44310091,-25.12227449,-10.84044025,18.93463004,17.0280847
186,24.45703864,12.04399643,-5.26076288,11.79032452,-26.3642973,-16.66629941,8.225608225,0.50681669,-12.7443595,11.44272665,17.73938269,-29.52110642,-18.8172719,23.16820356,39.79106532,-39.79106532,42.61765058,-19.75484583,-24.02294171,1.160136959
244,-9.989303262,-17.82278707,28.43116756,7.797024084,13.45196886,-21.86807017,-33.50241504,-2.787784311,-3.08579415,-0.802084196,-33.46063155,10.20956894,29.04133762,34.38780268,4.023304799,-4.023304799,-47.00575271,-60.30774597,43.84415057,63.46934812
146,-19.01437071,-20.87237241,19.44967444,5.133890943,-5.517903324,20.82108106,-22.07719352,4.359121916,26.2388264,-47.78471563,-10.16865168,29.40003563,11.95962046,8.07295642,-9.87953179,9.87953179,39.25996433,-33.06322668,22.34966154,-28.5463992
247,7.30447556,-16.56289138,18.64852256,12.4784931,10.29306183,-32.16166167,-13.35683637,17.70390763,29.05243143,-41.84197618,-9.926982185,22.45373891,1.362827199,-5.447110432,-24.9168581,24.9168581,6.41905399,15.02659498,-8.086439697,-13.35920928
209,24.13256489,-9.399577772,-12.29298078,31.90252994,11.95897473,-46.30151101,5.086966951,-11.56697377,30.51803149,-11.4873136,9.461377302,20.96573832,-6.879836609,-36.09799008,-38.15155678,38.15155678,-12.71826186,-18.15458353,-1.317595978,32.19044137
731,-19.38633065,-9.337238136,13.92520916,40.50415048,-0.597021026,-25.10876983,9.478008665,-19.73044323,-8.070984302,-15.43893501,22.24712237,-28.39937673,33.16639823,6.748209997,7.830136206,-7.830136206,3.709031659,-40.96310289,18.8136082,18.44046303
345,-12.27467908,10.11254862,9.800622257,13.24029013,-22.14105542,1.262273493,-24.13830511,-7.952311283,-0.751189085,-1.021253072,27.64492466,12.37558063,-11.55416968,5.396722944,17.76831049,-17.76831049,23.6854981,-45.41543834,-4.796529032,26.52646927
369,-27.10678759,4.283171612,-5.730423067,38.16187174,14.51138248,-24.11921518,34.46585227,-17.66677774,8.207275491,-7.34077792,-26.61548849,-17.93982749,14.38196419,12.50777969,24.583479,-24.583479,-6.712824476,-17.34574317,27.99527259,-3.936704942
199,24.87467384,1.373414573,-5.944610281,35.40344408,-17.88855394,-37.81836826,-33.19259245,30.51850112,0.765642397,24.82432008,-16.72429128,8.722418008,-20.77228439,5.858286522,17.35442392,-17.35442392,-6.1026949,-5.68980736,5.278630309,6.513871951
174,6.823208289,-13.1347216,3.461572263,22.39735802,-16.36620568,-3.181211295,37.99750492,-0.107780447,2.775712091,-22.76611124,-28.95654585,3.288438597,13.0567041,-5.287922178,20.2920407,-20.2920407,-25.13902122,4.042571031,-5.783039469,26.87948966
328,10.50248609,-22.93362504,-28.73962136,31.4005388,0.563891553,9.206329951,-22.67214795,30.15785666,-1.191419181,-6.608448936,-11.29154338,9.829026768,12.9736919,-11.19701588,27.58019008,-27.58019008,0.339517202,-46.17231051,18.94210071,26.8906926
55,-27.78538999,25.34387604,3.956202152,33.9291521,2.318752874,-37.76259317,27.28668181,9.57644317,-23.14800116,-15.81666098,-13.68938484,2.229011325,-5.421804412,18.9837151,26.2460335,-26.2460335,41.77068315,-17.49209927,-25.38150649,1.102922613
243,19.92062203,4.013779843,21.60201543,-5.115798721,-34.20319977,-6.217418815,-0.349249646,5.103114682,27.9992658,-6.39110338,-13.12198746,-14.41564794,-14.8347198,16.01032774,15.21775798,-15.21775798,-14.23455079,-22.95652596,21.03105668,16.16002007
695,8.674520655,-14.89452304,9.947220186,8.593744775,12.52726778,-24.84823035,42.88837093,-0.554157157,2.544854828,-48.25734049,8.301791595,26.81918493,-38.80258266,7.059878024,7.894984183,-7.894984183,7.580941174,-23.37014614,33.5616492,-17.77244424
732,32.18963843,-33.06768467,-3.749707175,11.21832882,10.63182757,-17.22240297,-10.36896123,8.078390608,-13.5003271,-1.802305727,-15.41301535,16.02337727,-3.311986549,20.29482807,-8.001507039,8.001507039,-11.81162672,-2.992119625,17.83312208,-3.029375732
23,7.556923471,-3.540026508,14.72314156,25.26373557,-36.40692647,-7.596847618,-3.818440195,19.60188381,36.96234245,10.61881829,-40.8755395,-16.68431563,0.592523115,-6.397272349,42.70033851,-42.70033851,-83.38722632,23.37949444,14.36425014,45.64348174
339,-16.15247004,-24.95621728,12.34264901,45.91572426,-26.35177153,9.202085573,-12.25919806,3.761875693,1.263493574,-12.46785569,0.248162321,3.953402525,-10.72647178,26.22659142,37.6858917,-37.6858917,53.77661658,-36.69248795,-21.08493764,4.000809017
310,-7.145808058,-19.26332226,8.722062122,13.48835552,29.88183097,-25.6831183,-25.58386301,-18.00376566,0.689733849,3.327842548,12.35852323,9.675533877,27.93972285,-10.40372768,11.28584324,-11.28584324,-9.628637738,-43.19229647,81.78267975,-28.96174554
263,13.23551771,4.329975685,2.364889903,16.30416686,-22.26426862,-13.97028154,22.26161691,-12.52132525,8.760241503,20.5919779,-1.515881517,-36.4118746,-3.032538749,1.867783811,-4.059609544,4.059609544,-31.59055714,8.040689345,-9.365147755,32.91501555
298,21.71550989,13.45750303,2.541108945,-23.56435859,-8.906888334,-5.242874945,-16.50779446,12.58069819,-3.376832347,25.68430374,-36.92726681,14.84536614,2.311650838,1.389874715,37.70374964,-37.70374964,11.02991167,-32.86647034,-14.11459113,35.9511498
7,-14.58032615,-10.06508975,6.735678281,31.97638473,1.743513007,-15.81016013,-6.492617197,19.87847766,-4.930300478,9.167263386,21.25906866,-7.370635255,-32.93776048,1.426503707,23.71598407,-23.71598407,11.05220415,-54.25000967,53.79583174,-10.59802621
747,-14.18454337,-12.05812313,6.697457374,2.617503587,9.256626164,7.671079374,2.25250821,47.52379823,-8.219678874,2.355450129,-19.38008578,-12.76502981,5.916101407,-17.68306351,31.17535866,-31.17535866,-49.36666902,16.24656676,17.18980675,15.93029552
831,-36.38529369,-24.27970001,52.78809291,26.01106232,15.71337792,-33.84753945,-24.17149649,5.889828576,10.10673571,0.234810063,2.496827188,32.35458412,-37.4768319,10.56554274,35.408282,-35.408282,-4.233208223,-30.36523707,21.31879408,13.27965122
730,-40.62623178,-14.87879721,25.80118193,25.93188119,-2.898759026,6.670724895,0.249254725,-0.097358544,1.018097972,16.21756551,9.861388162,-22.67867841,-7.223842104,2.653572693,35.92964957,-35.92964957,49.29314169,-11.2115814,-14.60069607,-23.48086422
267,-7.509952595,-19.15050166,40.59774261,13.63552849,-2.092824651,-25.4799922,2.895238948,1.257041149,-28.09316661,-13.78862217,4.384223029,13.62437612,-5.510299315,25.23120885,4.415739619,-4.415739619,-0.907043101,-32.84971961,5.998627217,27.7581355
276,9.405216164,4.934519025,-6.377325044,18.8641395,4.603205772,-31.42975541,1.433820402,-3.818174689,30.41914239,20.90013405,19.50201726,-38.50573274,-37.38361436,7.45240769,45.23261442,-45.23261442,12.92386902,8.915333585,-13.82242262,-8.016779989
665,33.58625771,-16.91865916,21.62818213,2.865306548,8.625831784,-49.78691901,-11.51306258,-1.123698457,-30.78397101,30.80723417,0.840884683,0.686156551,-7.107977386,18.19443403,-7.799674592,7.799674592,-46.53286595,-52.61218393,57.28725684,41.85779304
44,7.144506051,-10.48653321,8.336268116,5.256794642,8.716460561,-18.96749616,-24.21591671,-12.38728678,7.615387351,-17.70191913,-15.05507015,22.58588594,15.06396917,24.09495032,65.00213328,-65.00213328,-31.20503504,-11.41886053,38.99884708,3.625048489
765,2.717220644,14.92194966,13.17884506,7.577206003,-18.71619771,-19.67902366,-38.92382091,41.88543078,27.88097248,-13.83357324,-21.69863549,14.4174855,0.756317411,-10.48417654,-25.98597449,25.98597449,47.87111605,-13.47862728,-61.90482896,27.51234018
